ticker,name,name_simple,average_comments,exclusion
EXC,Exelon Corporation,Exelon,1.69565217391304,0
EXPD,Expeditors International of Washington Inc.,Expeditors International of Washington,2.1,0
EXPE,Expedia Group Inc.,Expedia,3.95555555555555,0
EXR,Extra Space Storage Inc.,Extra Space Storage,1.84210526315789,0
F,Ford Motor Company,Ford,46.825,0
FANG,Diamondback Energy Inc.,Diamondback Energy,5.48780487804878,0
FAST,Fastenal Company,Fastenal,4.1159420289855,0
FCX,Freeport-McMoRan Inc.,Freeport,4.15384615384615,0
FDS,FactSet Research Systems Inc.,FactSet Research,3.0,0
FDX,FedEx Corporation,FedEx,8.8,0
FE,FirstEnergy Corp.,FirstEnergy,1.94871794871794,0
FFIV,F5 Inc.,F5 Inc,1.79310344827586,0
FIS,Fidelity National Information Services Inc.,Fidelity National,2.23529411764705,0
FISV,Fiserv Inc.,Fiserv,2.53846153846153,0
FITB,Fifth Third Bancorp,Fifth Third,2.12195121951219,0
FLT,FLEETCOR Technologies Inc.,FLEETCOR,2.09090909090909,0
FMC,FMC Corporation,FMC Corp,1.86046511627906,0
FOX,Fox Corporation Class B,Fox,8.87962962962963,1
FOXA,Fox Corporation Class A,Fox,9.25925925925926,1
FRC,First Republic Bank,First Republic Bank,2.94285714285714,0
FRT,Federal Realty Investment Trust,Federal Realty,1.72,0
FSLR,First Solar Inc.,First Solar,3.85321100917431,0
FTNT,Fortinet Inc.,Fortinet,2.56944444444444,0
FTV,Fortive Corp.,Fortive,1.81481481481481,1
GD,General Dynamics Corporation,General Dynamics,2.48148148148148,0
GE,General Electric Company,General Electric,19.0588235294117,0
GEHC,GE Healthcare Technologies Inc.,GE Healthcare,1.68421052631578,1
GEN,Gen Digital Inc.,Gen Digital,2.57894736842105,0
GILD,Gilead Sciences Inc.,Gilead Sciences,7.97272727272727,0
GIS,General Mills Inc.,General Mills,3.4367816091954,0
GL,Globe Life Inc.,Globe Life,3.35294117647058,0
GLW,Corning Inc,Corning,2.63855421686747,0
GM,General Motors Company,General Motors,18.85,0
GNRC,Generac Holdings Inc.,Generac,3.74468085106383,0
GOOG,Alphabet Inc. Class C,Alphabet,27.15,0
GOOGL,Alphabet Inc. Class A,Alphabet,27.9142857142857,0
GPC,Genuine Parts Company,Genuine Parts,2.11111111111111,0
GPN,Global Payments Inc.,Global Payments,2.66666666666666,0
GRMN,Garmin Ltd.,Garmin,2.59375,0
GS,Goldman Sachs Group Inc.,Goldman,29.3333333333333,0
GS,Goldman Sachs Group Inc.,Goldman Sachs,29.3333333333333,0
GWW,W.W. Grainger Inc.,Grainger,2.27586206896551,0
HAL,Halliburton Company,Halliburton,4.35164835164835,0
HAS,Hasbro Inc.,Hasbro,8.38679245283019,0
HBAN,Huntington Bancshares Incorporated,Huntington Bancshares,1.78787878787878,0
HCA,HCA Healthcare Inc,HCA Healthcare,2.01818181818181,0
HD,Home Depot Inc.,Home Depot,11.9122807017543,0
HES,Hess Corporation,Hess,2.015625,0
HIG,Hartford Financial Services Group Inc.,Hartford Financial,1.37037037037037,0
HII,Huntington Ingalls Industries Inc.,Huntington Ingalls,1.66666666666666,0
HLT,Hilton Worldwide Holdings Inc,Hilton,4.11267605633802,1
HOLX,Hologic Inc.,Hologic,1.67647058823529,0
HON,Honeywell International Inc.,Honeywell,4.05555555555555,0
HPE,Hewlett Packard Enterprise Co.,Hewlett Packard,2.94805194805194,1
HPQ,HP Inc.,HP,6.90677966101694,0
HRL,Hormel Foods Corporation,Hormel Foods,2.34615384615384,0
HSIC,Henry Schein Inc.,Henry Schein,2.2,0
HST,Host Hotels & Resorts Inc.,Host Hotels & Resorts,1.74285714285714,0
HSY,Hershey Company,Hershey,2.22222222222222,0
HUM,Humana Inc.,Humana,2.71641791044776,0
HWM,Howmet Aerospace Inc.,Howmet Aerospace,1.5,1
IBM,International Business Machines Corporation,IBM,11.2203389830508,0
ICE,Intercontinental Exchange Inc.,Intercontinental,5.22222222222222,0
IDXX,IDEXX Laboratories Inc.,IDEXX,1.80487804878048,0
IEX,IDEX Corporation,IDEX Corp,1.60714285714285,0
IFF,International Flavors & Fragrances Inc.,International Flavors,2.32432432432432,0
ILMN,Illumina Inc.,Illumina,2.9054054054054,0
INCY,Incyte Corporation,Incyte,1.90196078431372,0
INTC,Intel Corporation,Intel,28.7083333333333,0
INTU,Intuit Inc.,Intuit,3.2560975609756,0
INVH,Invitation Homes Inc.,Invitation Homes,1.36363636363636,1
IP,International Paper Company,International Paper,8.34782608695652,0
IPG,Interpublic Group of Companies Inc.,Interpublic Group,1.85714285714285,0
IQV,IQVIA Holdings Inc,IQVIA,1.70833333333333,1
IR,Ingersoll Rand Inc.,Ingersoll,3.92380952380952,1
IRM,Iron Mountain Inc.,Iron Mountain,1.64102564102564,0
ISRG,Intuitive Surgical Inc.,Intuitive Surgical,3.59259259259259,0
IT,Gartner Inc.,Gartner,36.6916666666666,0
ITW,Illinois Tool Works Inc.,Illinois Tool Works,1.61111111111111,0
IVZ,Invesco Ltd.,Invesco,5.19780219780219,0
J,Jacobs Solutions Inc.,Jacobs Solutions,18.7647058823529,0
JBHT,J.B. Hunt Transport Services Inc.,JB Hunt,3.41176470588235,0
JCI,Johnson Controls International plc,Johnson Controls,1.61538461538461,0
JKHY,Jack Henry & Associates Inc.,Jack Henry,1.31818181818181,0
JNJ,Johnson & Johnson,J&J,10.391304347826,0
JNPR,Juniper Networks Inc.,Juniper Net,1.70588235294117,0
JPM,JPMorgan Chase & Co.,JP Morgan,22.9,0
K,Kellogg Company,Kellogg,22.4916666666666,0
KDP,Keurig Dr Pepper Inc.,Dr Pepper,2.06666666666666,0
KEY,KeyCorp,KeyCorp,6.0,0
KEYS,Keysight Technologies Inc,Keysight Technologies,1.80645161290322,1
KHC,Kraft Heinz Company,Kraft,4.92307692307692,1
KIM,Kimco Realty Corporation,Kimco,1.79310344827586,0
KLAC,KLA Corporation,KLA,1.70212765957446,0
KMB,Kimberly-Clark Corporation,Kimberly-Clark,2.87719298245614,0
KMI,Kinder Morgan Inc Class P,Kinder,3.1578947368421,0
KMX,CarMax Inc.,CarMax,4.0625,0
KO,Coca-Cola Company,Coca-Cola,11.625,0
KR,Kroger Co.,Kroger,6.08737864077669,0
L,Loews Corporation,Loews,17.4666666666666,0
LDOS,Leidos Holdings Inc.,Leidos,2.3103448275862,0
LEN,Lennar Corporation Class A,Lennar,3.83823529411764,0
LH,Laboratory Corporation of America Holdings,Laboratory Coporation of America,2.38297872340425,0
LHX,L3Harris Technologies Inc,L3Harris,2.28125,0
LIN,Linde plc,Linde,1.8125,0
LKQ,LKQ Corporation,LKQ Corp,1.34782608695652,0
LLY,Eli Lilly and Company,Eli Lilly,5.25301204819277,0
LMT,Lockheed Martin Corporation,Lockheed Martin,9.0,0
LMT,Lockheed Martin Corporation,Lockheed,9.0,0
LNC,Lincoln National Corp,Lincoln National,1.76190476190476,0
LNT,Alliant Energy Corp,Alliant Energy,2.0,0
LOW,Lowe's Companies Inc.,Lowe's,8.01941747572815,0
LOW,Lowe's Companies Inc.,Lowe,8.01941747572815,0
LRCX,Lam Research Corporation,Lam Research,4.95774647887323,0
LUMN,Lumen Technologies Inc.,Lumen Tech,4.60869565217391,0
LUV,Southwest Airlines Co.,Southwest Airlines,7.5631067961165,0
LVS,Las Vegas Sands Corp.,Las Vegas Sands,3.41489361702127,0
LW,Lamb Weston Holdings Inc.,Lamb Weston,2.725,1
LYB,LyondellBasell Industries NV,LyondellBasell,1.67567567567567,0
LYV,Live Nation Entertainment Inc.,Live Nation,3.95918367346938,0
MA,Mastercard Incorporated Class A,Mastercard,16.5084745762711,0
